RowID;Date/Time;Cogeneration (kWh);Wind (kWh);Photovoltaics (kWh);Hydro (kWh);Other Technologies (kWh);Distribution Network (kWh);temperature_2m (°C);relative_humidity_2m (%);precipitation (mm);rain (mm);snowfall (cm);cloud_cover (%);Wind_Direction_10m;wind_speed_10m (km/h);Wind_Direction_100m;wind_speed_100m (km/h);direct_radiation (W/m²);shortwave_radiation (W/m²);diffuse_radiation (W/m²);direct_normal_irradiance (W/m²);terrestrial_radiation (W/m²);Productions
4430;2024-01-25 21:00:00;19354.75;44353.25;0.25;48947.125;84781.75;;9.4;93.0;;;0.0;100.0;Northwest;4.8;Northwest;8.1;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
4431;2024-02-17 13:00:00;23077.1875;27149.375;33061.0625;48403.0625;;244114.06;17.4;63.0;;;0.0;98.0;Southeast;1.6;Southeast;1.8;498.0;587.0;89.0;844.1;826.8;Medium-Low Production
4432;2024-10-07 04:00:00;57794.5625;475538.6875;0.6875;16775.375;41719.81950000001;591829.132;16.0;97.0;;;0.0;100.0;Northwest;11.2;Northwest;19.3;0.0;0.0;0.0;0.0;0.0;Low Production
4433;2024-05-20 08:00:00;61511.6875;170966.625;16502.375;27054.0;110855.51864;386890.20614;12.4;87.0;;;;45.0;Northwest;3.1;North;;;;152.0;93.1;;High Production
4434;2024-07-29 18:00:00;53952.1875;;4201.125;7685.4375;80847.06475;345586.37725;32.2;38.0;;;;;Northeast;8.1;;15.0;109.0;269.0;160.0;257.3;562.2;Medium-Low Production
4435;2024-12-13 14:00:00;75925.5625;55696.0625;nan;21812.5;64173.80425;235860.86675;12.9;53.0;;;0.0;35.0;Southwest;5.7;;8.1;306.0;383.0;77.0;764.1;565.2;Medium-Low Production
4436;2024-04-09 13:00:00;45440.25;55909.0;37642.5625;54236.75;121858.125;315086.6875;14.8;52.0;;;0.0;0.0;;5.2;Southeast;6.4;660.0;830.0;170.0;;1132.4;Medium-Low Production
4437;2024-12-31 11:00:00;71071.9375;105191.4375;24665.8125;10234.75;64688.29525000001;275852.23275;8.2;70.0;;;0.0;0.0;;10.4;;;;307.0;nan;765.7;460.0;Medium-Low Production
4438;2024-12-08 14:00:00;63397.75;894643.9375;29290.0625;16480.0625;68768.19124999997;1072580.00375;13.1;49.0;;;0.0;25.0;North;19.6;North;29.5;210.0;315.0;105.0;518.6;570.9;Medium Production
4439;2024-06-12 05:00:00;45693.5625;475685.3125;92.5;8678.1875;91045.6875;621195.25;11.8;82.0;;;0.0;0.0;Northwest;8.0;Northwest;16.9;0.0;0.0;0.0;0.0;0.0;Low Production
4440;2024-11-16 00:00:00;65311.625;884072.625;0.0;;44443.37025000001;1004634.43275;14.4;77.0;;;0.0;39.0;North;10.1;North;;0.0;0.0;0.0;0.0;0.0;Medium-High Production
4441;2024-10-18 04:00:00;58551.1875;270564.0;0.0;;39473.92025000001;390733.48275;14.2;;;;0.0;100.0;;5.4;West;10.1;0.0;0.0;0.0;0.0;0.0;High Production
4442;2024-08-12 14:00:00;50022.8125;289168.875;33939.8125;3626.875;108240.47475;484998.84975;27.4;54.0;;;0.0;;South;15.3;South;19.2;744.0;856.0;nan;852.9;1162.2;High Production
4443;2024-09-01 03:00:00;77916.5;317355.375;0.0;2629.5;45156.66475000001;443058.03975;;92.0;;;0.0;100.0;Northwest;2.2;North;2.2;0.0;0.0;0.0;0.0;0.0;High Production
4444;2024-02-15 18:00:00;38524.6875;826511.8125;217.0625;51120.0;80854.1985;997227.761;11.9;92.0;3.2;;0.0;78.0;Southeast;10.4;Southeast;20.0;15.0;42.0;nan;115.5;136.4;Medium-High Production
4445;2024-06-23 20:00:00;39585.5;;43.3125;14849.125;87772.8125;377006.375;24.6;71.0;;;0.0;0.0;West;9.8;;22.0;28.0;57.0;29.0;;137.2;High Production
4446;2024-07-12 20:00:00;58509.0625;343071.0625;6.375;8158.3125;77506.0695;487250.882;20.8;65.0;;;0.0;100.0;Northwest;8.9;Northwest;22.2;29.0;;26.0;;125.2;High Production
4447;2024-07-20 05:00:00;44175.125;407773.875;10.0625;5248.0625;81262.3725;538469.4975;17.4;;;;0.0;100.0;Northwest;5.4;Northwest;7.2;0.0;0.0;0.0;0.0;0.0;Low Production
4448;2024-10-31 02:00:00;59839.375;;0.0;13322.5625;44207.21875;860386.46875;16.2;68.0;;;0.0;99.0;Northwest;14.5;Northwest;30.2;;0.0;0.0;;0.0;Medium-High Production
4449;2024-09-09 18:00:00;98123.0;332501.5;2659.0625;3072.6875;40592.606;476948.856;21.4;72.0;;;0.0;0.0;Northwest;;Northwest;21.4;135.0;193.0;58.0;535.8;339.9;High Production
4450;2024-11-12 20:00:00;65910.375;564768.9375;0.0;19568.5625;47004.58174999998;697252.45675;12.1;60.0;;;;85.0;Southwest;13.3;Southwest;25.7;0.0;;0.0;0.0;0.0;Low Production
4451;2024-12-25 19:00:00;61715.9375;282038.3125;0.0;15279.25;47477.37775;406510.87775;9.6;83.0;;;0.0;0.0;East;5.6;East;12.3;0.0;0.0;0.0;0.0;0.0;High Production
4452;2024-08-27 11:00:00;51991.0;64855.3125;31061.5;3478.875;118020.0855;269406.773;23.2;63.0;;;0.0;2.0;Northwest;6.7;Northwest;8.2;;718.0;149.0;767.1;994.1;Medium-Low Production
4453;2024-10-08 15:00:00;64980.0;994195.0;13438.8125;26140.1875;53861.655750000034;1152615.65575;16.9;93.0;1.9;1.9;;100.0;Northwest;;Northwest;37.2;0.0;50.0;50.0;0.0;762.3;Medium Production
4454;2024-03-05 16:00:00;41109.4375;59052.8875;18155.9375;51827.875;95120.625;265266.7625;13.1;56.0;;;;96.0;West;8.3;West;10.4;167.0;332.0;165.0;338.7;685.6;Medium-Low Production
4455;2024-11-21 17:00:00;77073.625;960593.5625;124.875;19946.625;37273.7475;1095012.435;14.5;91.0;0.7;0.7;0.0;62.0;Northwest;18.8;Northwest;31.9;14.0;34.0;20.0;112.4;133.3;Low Production
4456;2024-10-04 16:00:00;71286.1875;90272.4375;7586.75;11480.8125;52305.83525;232932.02275;21.5;;0.1;0.1;0.0;89.0;Northwest;8.1;Northwest;10.1;165.0;301.0;136.0;363.6;620.8;Medium-Low Production
4457;2024-01-21 00:00:00;5057.125;83915.25;nan;;86520.4375;225576.1875;3.0;82.0;;;0.0;100.0;South;;South;12.6;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
4458;2024-06-15 08:00:00;46568.8125;509280.875;19789.25;8181.3125;95638.6875;;14.3;83.0;;;0.0;23.0;Southeast;2.8;;3.8;240.0;347.0;107.0;561.6;566.4;Low Production
4459;2024-03-20 17:00:00;41677.5;368407.5625;7883.0;52765.375;;537666.25;14.9;74.0;;;0.0;17.0;West;;West;29.8;;353.0;100.0;622.5;560.7;Low Production
4460;2024-01-05 12:00:00;22892.5625;725244.9375;28160.3125;;106947.9375;925767.5625;9.7;79.0;;;0.0;82.0;South;9.7;South;12.5;174.0;297.0;123.0;431.3;570.7;Medium-High Production
4461;2024-09-10 02:00:00;78670.0625;244042.8125;0.0;1388.75;40992.89575;365094.52075;13.6;99.0;;;0.0;0.0;Northwest;;Northwest;3.8;0.0;0.0;0.0;;0.0;High Production
4462;2024-07-19 06:00:00;56360.5;58038.6875;1428.1875;3903.8125;86806.195;206537.3825;17.1;87.0;;;0.0;0.0;Northwest;2.4;Northwest;2.3;;17.0;10.0;75.4;64.5;Medium-Low Production
4463;2024-10-07 10:00:00;69906.1875;829804.6875;nan;21090.3125;;992453.02075;16.4;;;1.0;0.0;82.0;Northwest;22.6;Northwest;;26.0;145.0;119.0;;655.0;Medium-High Production
4464;2024-04-27 10:00:00;48479.6875;;22685.0625;30950.5;;818226.1875;10.2;81.0;0.2;0.2;0.0;99.0;East;8.3;East;10.5;20.0;204.0;184.0;29.8;904.9;Medium-High Production
4465;2024-11-27 00:00:00;70639.1875;118371.125;0.0;19275.875;33796.56100000001;242082.7485;8.4;92.0;;;0.0;53.0;Northwest;7.4;;14.7;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
4466;2024-10-10 16:00:00;59245.625;28094.5625;nan;29908.9375;48887.23825;179257.30075;18.4;65.0;;;0.0;35.0;Northeast;6.8;Northeast;8.5;264.0;354.0;90.0;627.0;578.0;Medium-Low Production
4467;2024-04-05 06:00:00;34172.875;816578.9375;187.4375;54587.9375;;994572.625;13.7;70.0;;;;100.0;Southeast;12.3;Southeast;23.4;0.0;0.0;0.0;0.0;0.0;Medium-High Production
4468;2024-06-23 10:00:00;41020.875;153903.75;31175.25;11137.0;106449.375;343686.25;23.8;65.0;;;0.0;0.0;South;4.2;South;4.7;596.0;698.0;102.0;810.9;973.1;Medium-Low Production
4469;2024-07-04 08:00:00;59677.4375;195664.1875;18768.375;7146.8125;87160.79424999999;368417.60675;23.0;63.0;;;;0.0;;;East;11.5;278.0;351.0;73.0;676.3;543.9;High Production
4470;2024-03-01 16:00:00;42188.375;855574.625;12668.875;46250.75;99709.50000000004;;12.1;86.0;;0.4;0.0;89.0;Southeast;18.0;Southeast;27.0;;189.0;141.0;101.0;662.4;Medium Production
4471;2024-11-19 00:00:00;60969.75;27307.75;0.0;11551.875;35344.4005;135173.7755;11.4;99.0;;;;92.0;North;2.2;North;4.8;;0.0;0.0;0.0;0.0;Medium-Low Production
4472;2024-01-01 13:00:00;4819.625;150895.125;22890.4375;31608.9375;111271.9375;321486.0625;12.9;;;;0.0;100.0;East;;Southeast;18.5;221.0;365.0;144.0;516.4;605.4;Medium-Low Production
4473;2024-04-09 14:00:00;45158.875;54224.6875;35472.4375;53750.1875;118899.625;307505.8125;15.3;51.0;;;0.0;7.0;Southeast;5.1;Southeast;5.8;664.0;815.0;151.0;820.3;1104.1;Medium-Low Production
4474;2024-03-20 02:00:00;nan;79275.5625;nan;48144.0;76827.75;230226.875;8.6;95.0;;;0.0;100.0;West;;West;4.2;;0.0;0.0;0.0;0.0;Medium-Low Production
4475;2024-07-29 12:00:00;54141.3125;450340.0625;24197.875;;106383.2925;641227.855;32.5;46.0;;;0.0;91.0;Northwest;5.9;Northwest;6.8;652.0;822.0;170.0;;1175.4;Low Production
4476;2024-12-16 09:00:00;78429.0;879044.6875;13416.9375;15981.5625;56052.27375000002;1042924.46125;;68.0;;;0.0;69.0;South;;;25.7;32.0;55.0;23.0;276.9;115.0;Medium Production
4477;2024-09-18 09:00:00;84156.1875;424980.5625;15141.75;3179.0;57695.14749999999;585152.6475;21.6;47.0;;;0.0;0.0;South;;South;29.1;289.0;360.0;71.0;725.6;539.8;Low Production
4478;2024-06-05 08:00:00;45405.3125;60306.375;nan;12344.625;104563.8125;240838.625;15.8;83.0;;;0.0;;;4.8;North;5.6;132.0;284.0;nan;309.4;566.8;Medium-Low Production
4479;2024-07-30 22:00:00;55637.1875;97956.4375;0.0;4634.3125;82001.37375;240229.31125;20.4;85.0;;;0.0;0.0;West;5.1;West;7.1;0.0;;0.0;0.0;0.0;Medium-Low Production
4480;2024-01-27 16:00:00;7707.25;207186.1875;nan;47693.0625;85636.8125;361095.875;18.8;72.0;;;0.0;100.0;West;8.0;West;14.7;160.0;;106.0;491.7;459.1;Medium-High Production
4481;2024-07-25 23:00:00;48022.3125;549709.0;nan;2766.0625;70900.21350000001;671397.5885000001;20.8;;;;0.0;0.0;Northwest;5.8;Northwest;9.8;0.0;0.0;0.0;0.0;0.0;Low Production
4482;2024-10-06 19:00:00;57187.5625;773806.4375;nan;21030.9375;40893.19;892918.1275;17.3;94.0;0.2;0.2;;100.0;West;14.8;West;24.6;0.0;0.0;0.0;0.0;0.0;Medium-High Production
4483;2024-07-05 18:00:00;55451.5625;490324.1875;6687.5;13695.625;;649146.67675;27.0;59.0;;;0.0;0.0;Northwest;16.8;;23.0;325.0;402.0;77.0;709.1;606.4;Low Production
4484;2024-10-10 12:00:00;60255.75;20822.375;22358.875;;;195412.34475;;68.0;0.2;0.2;0.0;100.0;Northeast;5.7;Northeast;7.2;354.0;518.0;nan;550.4;882.7;Medium-Low Production
4485;2024-03-23 08:00:00;19950.3125;907346.5;3144.5625;47447.4375;92435.8125;1070324.625;17.2;62.0;;;0.0;46.0;Northwest;;Northwest;35.3;72.0;;51.0;409.9;242.0;Medium Production
4486;2024-08-24 10:00:00;43715.4375;145576.625;29846.125;7282.4375;115631.25225;342051.87725;;;0.1;0.1;0.0;98.0;Northwest;8.3;Northwest;10.2;;307.0;248.0;93.7;842.9;Medium-Low Production
4487;2024-04-18 21:00:00;57146.25;579784.0625;nan;39133.625;81731.6875;757795.875;15.8;58.0;;;0.0;8.0;West;9.9;West;25.6;0.0;0.0;0.0;0.0;;Medium-High Production
4488;2024-05-10 23:00:00;37481.875;234537.5;0.25;25814.0;94761.01225;392594.63725;14.4;93.0;;;0.0;;Northwest;1.5;Northwest;1.5;0.0;0.0;0.0;0.0;0.0;High Production
4489;2024-11-28 07:00:00;nan;853236.5625;11.375;15233.3125;48176.944749999966;989724.31975;9.1;74.0;;;0.0;0.0;Northwest;12.9;Northwest;28.6;0.0;0.0;0.0;0.0;0.0;Medium-High Production
4490;2024-08-26 08:00:00;49171.625;156913.9375;16061.0625;5340.8125;92326.31825;319813.75575;20.9;57.0;;;0.0;100.0;Northwest;4.7;Northwest;13.8;125.0;208.0;83.0;430.0;389.4;Medium-Low Production
4491;2024-04-25 18:00:00;nan;725258.875;3781.5;30496.0625;99588.5625;897623.8125;14.1;69.0;;;0.0;16.0;North;17.7;North;25.0;187.0;272.0;85.0;537.9;469.9;Medium-High Production
4492;2024-06-22 02:00:00;46010.375;319488.125;0.0;6271.25;84765.8125;456535.5625;11.2;92.0;;;;;Northwest;4.2;Northwest;5.8;;0.0;0.0;0.0;0.0;High Production
4493;2024-11-05 11:00:00;73298.5625;517691.4375;13250.0625;22339.375;62859.47074999998;;19.1;75.0;;;0.0;76.0;Southwest;15.4;Southwest;;125.0;251.0;126.0;;639.1;Low Production
4494;2024-11-26 05:00:00;70618.8125;69897.625;0.0;24011.5625;32188.508;196716.508;10.6;;;;0.0;100.0;North;;Northeast;;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
4495;2024-06-17 08:00:00;60294.5;125842.75;18292.4375;8346.1875;;314010.125;16.8;90.0;0.4;0.4;0.0;;West;16.3;Southwest;23.1;;97.0;97.0;0.0;565.4;Medium-Low Production
4496;2024-04-11 21:00:00;52070.9375;;0.25;52714.8125;83743.8125;;16.5;87.0;;;0.0;;;7.4;Northwest;8.4;;0.0;0.0;0.0;0.0;High Production
4497;2024-01-08 18:00:00;23119.9375;282072.0625;0.25;45435.5;79671.6875;430299.4375;7.1;87.0;0.3;;0.0;100.0;Southwest;9.2;Southwest;19.6;;1.0;1.0;0.0;20.5;High Production
4498;2024-03-11 01:00:00;20756.1875;541941.1375;0.0625;51621.0;85978.25;700296.6375;6.9;93.0;;;0.0;67.0;West;5.2;West;7.4;0.0;0.0;0.0;0.0;0.0;Low Production
4499;2024-04-06 00:00:00;20676.9375;1069487.9375;0.0;;90894.8125;1235024.75;17.2;;;;0.0;100.0;Northwest;24.6;Northwest;42.5;0.0;0.0;0.0;0.0;;Medium Production
4500;2024-11-22 03:00:00;69786.3125;;0.0;12217.8125;38073.01975000001;846662.58225;12.4;;;0.2;0.0;100.0;Southwest;5.9;West;10.5;0.0;0.0;nan;0.0;0.0;Medium-High Production
4501;2024-09-11 16:00:00;87779.5625;599156.6875;25316.125;3662.8125;61189.00174999997;777104.1892499999;24.3;48.0;;;;100.0;North;23.2;North;31.9;384.0;512.0;128.0;667.3;777.1;Medium-High Production
4502;2024-01-19 13:00:00;23230.0625;715129.125;nan;49780.625;106125.625;909011.9375;14.5;;;;0.0;37.0;Southeast;;Southeast;;344.0;442.0;nan;735.3;661.1;Medium-High Production
4503;2024-09-11 17:00:00;87529.8125;635065.0625;12821.625;3025.1875;50961.92725000001;789403.61475;21.9;64.0;;;0.0;100.0;North;23.7;;33.9;149.0;306.0;157.0;353.8;568.7;Medium-High Production
4504;2024-08-06 03:00:00;42490.75;355754.375;0.0;;75617.12950000001;477287.317;17.2;93.0;;;0.0;6.0;Northwest;2.4;Northwest;;0.0;0.0;0.0;0.0;0.0;High Production
4505;2024-05-15 01:00:00;33941.1875;513609.875;0.0;19974.3125;98645.89575000004;666171.27075;8.9;93.0;;;0.0;44.0;Northwest;4.6;Northwest;7.0;0.0;0.0;0.0;0.0;0.0;Low Production
4506;2024-05-03 16:00:00;58721.0;647559.5;21051.9375;29100.1875;113499.881362;869932.506362;13.3;92.0;0.8;;0.0;100.0;West;24.4;;38.1;0.0;72.0;72.0;0.0;930.3;Medium-High Production
4507;2024-10-20 22:00:00;57646.3125;74173.6875;0.0625;;42310.69875;198367.13625;13.9;97.0;;;0.0;34.0;West;4.0;;;0.0;;0.0;0.0;0.0;Medium-Low Production
4508;2024-08-07 13:00:00;55585.1875;107440.6875;36057.125;;114585.601;319688.2885;30.6;49.0;;;;0.0;;9.7;South;11.3;778.0;889.0;111.0;863.2;1198.8;Medium-Low Production
4509;2024-08-18 14:00:00;38650.5625;346428.8125;33483.8125;5649.8125;124115.379;548328.379;28.2;56.0;;;0.0;1.0;Northwest;14.7;Northwest;18.5;710.0;825.0;115.0;829.5;1142.9;Low Production
4510;2024-08-22 06:00:00;46751.0625;243694.875;418.3125;1568.0625;84275.24075;376707.55325;16.5;94.0;;;0.0;100.0;West;2.3;West;2.4;;0.0;0.0;0.0;1.5;High Production
4511;2024-08-31 17:00:00;40986.0;299481.125;10657.1875;3296.125;91343.097;445763.5345;23.1;71.0;;;0.0;;;13.0;Northwest;16.6;279.0;393.0;114.0;587.0;;High Production
4512;2024-10-05 10:00:00;59537.1875;496261.4375;nan;6725.875;58831.02900000001;634439.779;19.0;97.0;0.1;0.1;0.0;100.0;Southeast;17.0;Southeast;30.3;0.0;45.0;45.0;0.0;;High Production
4513;2024-07-14 12:00:00;39932.1875;118183.125;36459.0;3954.375;117559.66625;316088.35375;;;;;0.0;100.0;;8.3;Southwest;10.5;117.0;463.0;346.0;129.1;1199.5;Medium-Low Production
4514;2024-04-26 14:00:00;53683.5625;461727.625;17322.0625;27561.375;124446.5625;684741.1875;13.4;74.0;2.2;2.2;0.0;100.0;Northeast;;Northeast;17.3;;;281.0;30.2;1161.3;High Production
4515;2024-09-09 12:00:00;97174.375;87077.125;44718.6875;2964.375;75464.19525;307398.75775;22.9;55.0;;;0.0;0.0;Northwest;5.3;Northwest;6.9;673.0;776.0;103.0;867.6;1046.4;Medium-Low Production
4516;2024-01-29 15:00:00;20483.0625;203694.1875;21524.5625;45168.125;92600.0;383469.9375;18.1;;;;0.0;85.0;West;9.4;West;12.6;284.0;;109.0;652.4;613.8;High Production
4517;2024-11-18 04:00:00;56113.375;3317.625;0.0;9628.625;35987.04550000001;105046.6705;;91.0;;;0.0;2.0;North;5.1;North;8.3;0.0;0.0;0.0;;0.0;Medium-Low Production
4518;2024-06-14 09:00:00;nan;165664.3125;25135.5625;12588.375;98096.3125;365465.3125;17.0;;0.3;0.3;0.0;100.0;Northwest;14.6;North;19.1;5.0;99.0;nan;8.4;787.8;High Production
4519;2024-10-21 07:00:00;68844.375;110311.0;1807.5625;18774.5;45399.15775;245136.59525;;100.0;;;0.0;100.0;Northwest;8.7;Northwest;14.1;0.0;0.0;0.0;0.0;0.0;Medium Production
4520;2024-12-11 14:00:00;80245.25;43350.1875;26242.375;18358.375;63253.1215;231449.309;12.1;47.0;;;0.0;0.0;Northeast;9.4;Northeast;13.2;328.0;;68.0;816.1;567.0;Medium-Low Production
4521;2024-06-09 07:00:00;27550.875;64834.125;4930.5;9280.5;104336.5;210932.5;17.4;87.0;;;0.0;94.0;Southeast;3.9;Southeast;4.2;6.0;;nan;24.0;331.2;Medium-Low Production
4522;2024-09-15 23:00:00;72951.6875;656572.3125;nan;1239.75;41095.99775000001;771859.74775;15.9;61.0;;;0.0;0.0;;7.4;Northwest;15.5;0.0;0.0;0.0;0.0;0.0;Medium-High Production
4523;2024-09-10 06:00:00;89318.3125;257671.25;190.4375;1328.5625;45451.81175000001;393960.37425;11.6;99.0;;;0.0;;Northwest;4.2;;5.9;0.0;0.0;0.0;0.0;0.0;High Production
4524;2024-08-02 15:00:00;56879.25;513738.75;31419.875;7226.8125;101324.15675;710588.84425;27.5;52.0;;;0.0;0.0;Southeast;19.9;Southeast;26.0;712.0;818.0;106.0;856.7;1103.9;Low Production
4525;2024-05-06 18:00:00;60697.4375;337453.5;4525.1875;42289.5625;99596.64948475;544562.33698475;15.6;73.0;;;0.0;0.0;West;16.5;;24.0;241.0;321.0;80.0;637.9;;Low Production
4526;2024-11-03 03:00:00;61246.375;444278.625;0.0;13101.0;47530.43100000001;566156.431;11.8;92.0;;;0.0;0.0;South;6.2;;;0.0;;0.0;0.0;0.0;High Production
4527;2024-07-24 20:00:00;58829.625;321650.625;2.9375;7069.5;70971.49949999999;458524.187;29.1;62.0;;;0.0;0.0;North;7.4;;19.3;20.0;39.0;19.0;;;High Production
4528;2024-11-10 05:00:00;59044.5;405625.625;0.0;;43951.40325;517307.34075;14.3;90.0;;;0.0;;South;1.5;South;2.6;0.0;0.0;0.0;;0.0;High Production
4529;2024-09-16 16:00:00;nan;;20573.5625;3889.75;54697.74750000001;531871.06;32.3;13.0;;;0.0;56.0;;13.8;Northeast;19.5;460.0;539.0;79.0;836.2;744.9;Low Production
4530;2024-09-01 05:00:00;78233.6875;;0.0;3515.125;45293.22350000001;363203.9735;17.4;93.0;;;0.0;100.0;Northwest;4.6;North;5.9;0.0;0.0;0.0;0.0;0.0;High Production
4531;2024-03-29 07:00:00;nan;199984.9375;1116.625;52142.8125;92541.375;369678.75;;96.0;1.0;1.0;0.0;100.0;Northeast;9.8;Northeast;19.9;0.0;8.0;8.0;;67.1;High Production
4532;2024-11-08 10:00:00;70235.0625;161674.625;11235.4375;;63693.59825;325368.72325;17.9;82.0;;;0.0;31.0;Southeast;;South;6.3;114.0;208.0;94.0;334.1;475.7;Medium-Low Production
4533;2024-09-15 01:00:00;nan;186374.375;0.0;1034.125;44749.86875000001;307782.05625;13.6;76.0;;;0.0;0.0;Northwest;4.7;North;7.2;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
4534;2024-12-08 04:00:00;66553.25;1077832.9375;0.0;;;1198459.63425;;73.0;;;0.0;70.0;Northwest;14.1;Northwest;;0.0;0.0;0.0;0.0;0.0;Medium Production
4535;2024-03-25 13:00:00;40172.75;1029503.6875;24960.5625;49287.3125;110701.25;1254625.5625;12.6;;0.2;0.2;0.0;91.0;Northwest;24.2;Northwest;33.2;367.0;573.0;206.0;476.5;;Medium Production
4536;2024-09-17 00:00:00;77693.3125;780894.875;0.0;1532.8125;41809.60725000003;901930.60725;23.1;24.0;;;0.0;4.0;West;17.6;West;35.6;0.0;0.0;0.0;0.0;0.0;Medium-High Production
4537;2024-05-09 11:00:00;54110.5;92057.75;31760.1875;30799.1875;115519.93598175;324247.56098175;;53.0;;;;100.0;West;11.3;West;15.6;406.0;695.0;289.0;497.4;;Medium-Low Production
4538;2024-06-13 10:00:00;nan;;34163.625;14252.375;110718.1875;285346.0625;20.1;61.0;;;;;Northwest;;Northwest;7.0;571.0;;127.0;773.4;979.0;Medium-Low Production
4539;2024-10-19 09:00:00;61553.3125;477635.625;13859.6875;27177.6875;52687.98324999999;632914.29575;16.4;94.0;0.8;0.8;0.0;100.0;Southwest;13.8;Southwest;25.3;0.0;15.0;15.0;0.0;387.8;Low Production
4540;2024-04-05 23:00:00;24080.9375;1113882.25;0.1875;;89430.75;1281667.125;16.5;77.0;;;0.0;100.0;Northwest;17.1;Northwest;33.0;0.0;;0.0;0.0;0.0;Medium Production
4541;2024-06-04 17:00:00;45725.1875;185959.1875;12022.1875;22671.6875;108719.4375;375097.6875;24.9;47.0;;;0.0;100.0;Northwest;11.2;Northwest;14.1;478.0;571.0;93.0;790.8;803.2;High Production
4542;2024-07-04 19:00:00;nan;84669.5;1232.4375;9934.75;74520.68475;228668.37225;30.4;;;;0.0;0.0;Northwest;8.5;Northwest;15.9;153.0;212.0;59.0;543.6;372.4;Medium-Low Production
4543;2024-12-06 10:00:00;74879.5625;125808.0;19352.375;20663.0;59325.212750000006;300028.15025;13.6;95.0;;;0.0;76.0;Southeast;4.2;;5.0;33.0;125.0;92.0;135.2;343.9;Medium-Low Production
4544;2024-09-25 15:00:00;80896.25;;nan;2479.1875;;1097465.243;19.3;100.0;1.2;1.2;0.0;100.0;West;20.8;West;33.8;0.0;66.0;nan;0.0;849.6;Medium Production
4545;2024-09-20 04:00:00;78735.625;297271.125;0.0625;2740.625;36509.94099999999;415257.3785;15.6;92.0;;;0.0;33.0;Northwest;4.8;Northwest;8.4;0.0;0.0;0.0;;0.0;High Production
4546;2024-02-21 07:00:00;31486.8125;143401.125;nan;;;303704.242;7.0;90.0;;;0.0;100.0;Southeast;4.3;South;;0.0;0.0;0.0;0.0;0.0;Medium-Low Production
4547;2024-04-18 10:00:00;58823.125;450501.75;28138.75;43899.75;109420.875;690784.25;18.4;49.0;;;;;Northwest;18.1;Northwest;25.3;537.0;639.0;102.0;840.6;867.0;Low Production
4548;2024-06-06 11:00:00;57815.125;59440.375;30741.75;18834.6875;114055.9375;280887.875;22.8;65.0;;;0.0;84.0;North;3.6;North;4.1;579.0;798.0;219.0;682.2;;Medium-Low Production
4549;2024-12-26 12:00:00;nan;52767.5;29246.3125;15753.0;73744.39875;233034.21125;14.6;66.0;;;0.0;0.0;East;5.2;East;8.6;322.0;386.0;64.0;812.4;;Medium-Low Production
4550;2024-03-07 00:00:00;26584.875;926522.45;0.1875;50114.4375;87082.81249999994;1090304.7625;10.1;72.0;;;0.0;100.0;Southeast;10.3;South;22.5;0.0;0.0;0.0;0.0;0.0;Medium Production
4551;2024-12-29 21:00:00;62798.0625;;0.0625;11549.0625;43608.29775;274752.36025;5.3;86.0;;;0.0;0.0;East;9.6;East;21.7;0.0;0.0;nan;0.0;0.0;Medium-Low Production
4552;2024-10-01 20:00:00;79620.875;325561.75;0.0;5916.0625;;453249.22575;18.1;100.0;;;0.0;100.0;West;11.0;West;20.0;;;0.0;0.0;0.0;High Production
4553;2024-03-01 01:00:00;23344.25;;0.0;48150.0625;87755.5;806704.1;4.7;86.0;;;0.0;89.0;;;Northeast;3.6;0.0;0.0;0.0;0.0;0.0;Medium-High Production
4554;2024-06-22 14:00:00;41559.875;256051.3125;35739.5625;10696.5625;108727.9375;452775.25;24.2;56.0;;;0.0;99.0;Southeast;14.4;Southeast;18.7;638.0;866.0;228.0;686.3;1230.9;High Production
4555;2024-08-03 09:00:00;44481.6875;160064.25;26307.25;;110531.28375;347519.22125;23.2;64.0;;;0.0;0.0;South;4.2;South;5.4;;472.0;87.0;730.6;700.1;Medium-Low Production
4556;2024-07-22 14:00:00;60973.8125;42855.0;37429.4375;;105254.893;252449.0805;33.0;28.0;;;;0.0;Northwest;7.6;Northwest;9.4;817.0;;103.0;;1209.0;Medium-Low Production
4557;2024-08-04 15:00:00;38898.625;217459.0;nan;7135.0;114724.345;407828.2825;33.2;33.0;;;0.0;0.0;;14.1;South;17.6;715.0;819.0;nan;864.8;;High Production
4558;2024-07-21 05:00:00;39975.0;412300.5;8.625;4230.5;79035.78449999998;535550.4095;14.4;92.0;;;0.0;2.0;Northwest;6.9;Northwest;17.3;0.0;0.0;0.0;0.0;;Low Production
4559;2024-07-10 03:00:00;45538.875;251934.875;nan;4100.25;75511.31150000001;377085.3115;;95.0;;;0.0;100.0;Northwest;8.0;Northwest;15.7;0.0;0.0;0.0;0.0;0.0;High Production
4560;2024-08-19 08:00:00;44741.75;215618.875;16017.9375;;94265.15675;374029.15675;21.9;75.0;;;0.0;;Northwest;2.2;Northwest;4.2;169.0;237.0;nan;;414.6;High Production
